Temp,D.O. (mg/l),PH,CONDUCTIVITY (Âµmhos/cm),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean
17.9,6.9,6.9,52.0,1576.0,45.0
18.9,1.9,7.0,306.0,48278.0,85667.0
19.4,4.5,7.1,196.0,48611.0,43333.0
23.7,7.2,7.1,107.0,303.0,476.0
22.7,7.5,7.0,82.0,45.0,122.0
23.6,7.1,7.5,189.0,,
23.8,7.0,7.6,197.0,,
23.5,7.2,7.9,158.0,,
23.5,6.5,7.8,161.0,,
27.4,6.6,7.7,165.0,280.0,325.0
21.9,6.7,7.8,167.0,440.0,520.0
27.5,6.6,7.7,183.0,415.0,575.0
31.0,7.1,7.8,151.0,,
28.0,7.2,7.4,319.0,5.0,10.0
27.0,6.2,8.4,894.0,140.0,350.0
30.0,2.2,8.0,1835.0,10478.0,25478.0
31.0,2.0,7.7,3165.0,11498.0,15173.0
29.0,2.4,7.6,1500.0,3.0,13.0
31.0,5.9,7.2,52.0,,90.0
30.0,6.1,6.8,408.0,1300.0,3808.0
30.0,5.5,6.9,143.0,4100.0,11113.0
29.0,5.4,7.2,60.0,428.0,2309.0
29.0,5.8,7.2,34.0,855.0,3322.0
29.0,5.9,6.7,125.0,1638.0,5793.0
28.0,6.4,6.7,175.0,772.0,3636.0
30.0,6.2,7.7,39.0,1296.0,4517.0
30.0,6.1,7.8,39.0,1032.0,5840.0
27.0,7.3,6.9,61.0,1430.0,4388.0
28.0,6.8,6.6,71.0,2495.0,3949.0
29.0,7.4,6.5,129.0,5868.0,16691.0
28.0,7.0,6.8,503.0,965.0,2404.0
29.0,6.3,7.5,31.0,1466.0,4267.0
29.0,7.1,6.8,70.0,716.0,3567.0
30.0,7.3,6.8,69.0,457.0,2446.0
28.0,6.7,6.6,118.0,1104.0,3496.0
28.0,7.4,6.8,80.0,274.0,1404.0
29.0,4.5,6.6,250.0,1572.0,5889.0
28.0,6.1,6.9,74.0,1074.0,3937.0
30.0,5.9,7.3,44.0,962.0,2794.0
30.0,2.4,6.5,195.0,7980.0,14217.0
31.0,4.0,6.8,207.0,818.0,2280.0
29.0,5.4,7.6,40.0,290.0,1330.0
30.0,5.3,7.6,41.0,952.0,2517.0
29.0,7.0,6.9,54.0,667.0,3059.0
29.0,5.9,7.7,44.0,1200.0,831.0
29.0,7.1,6.5,60.0,2926.0,8163.0
29.0,6.9,7.7,99.0,53.0,123.0
30.0,6.6,7.9,123.0,44.0,104.0
27.0,6.6,7.7,220.0,25.0,77.0
27.0,6.8,7.7,219.0,23.0,75.0
27.0,4.8,7.2,5429.0,177.0,408.0
23.0,6.4,8.0,493.0,17.0,68.0
29.0,6.8,7.6,100.0,124.0,295.0
29.0,6.7,7.5,316.0,47.0,132.0
28.0,5.8,7.9,37227.0,231.0,451.0
29.0,6.9,7.7,84.0,69.0,168.0
25.0,4.9,7.6,21254.0,560.0,964.0
28.0,6.9,7.9,312.0,4.0,107.0
29.0,6.8,7.5,146.0,124.0,241.0
29.0,6.7,7.3,127.0,100.0,209.0
29.0,5.6,6.9,432.0,58.0,173.0
29.0,6.5,7.3,126.0,132.0,284.0
30.0,7.1,7.5,128.0,136.0,297.0
30.0,6.4,7.3,129.0,68.0,191.0
29.0,6.9,7.7,129.0,135.0,268.0
25.0,7.0,7.9,153.0,30.0,86.0
30.0,6.4,7.6,10165.0,5.0,139.0
30.0,6.9,7.7,307.0,4.0,123.0
31.0,6.3,7.7,322.0,4.0,116.0
30.0,6.5,7.5,5835.0,4.0,126.0
30.0,6.3,7.4,9245.0,4.0,134.0
28.0,6.5,8.1,1907.0,46.0,115.0
28.0,7.0,8.0,1896.0,190.0,245.0
28.0,7.0,8.0,206.0,31.0,74.0
27.0,6.8,7.8,239.0,33.0,77.0
27.0,6.4,7.6,152.0,62.0,142.0
26.0,6.7,7.7,146.0,30.0,73.0
27.0,6.7,7.6,137.0,24.0,64.0
28.0,6.6,7.8,228.0,30.0,79.0
23.0,7.0,7.7,409.0,4.0,112.0
22.0,6.8,7.6,263.0,4.0,123.0
23.0,6.9,7.5,338.0,4.0,108.0
26.0,7.0,7.2,79.0,279.0,637.0
26.0,6.6,7.0,67.0,275.0,670.0
26.0,6.6,7.3,59.0,281.0,541.0
26.0,6.2,7.3,66.0,303.0,609.0
26.0,7.1,7.0,67.0,170.0,538.0
26.0,7.0,6.7,5341.0,158.0,528.0
29.0,6.7,7.3,89.0,1163.0,2025.0
28.0,6.2,7.3,136.0,296.0,676.0
28.0,7.1,8.1,212.0,524.0,992.0
29.0,6.3,6.3,134.0,224.0,780.0
26.0,7.3,7.2,76.0,468.0,893.0
26.0,7.0,7.3,11041.0,256.0,503.0
28.0,6.8,7.1,75.0,693.0,1169.0
29.0,7.4,7.2,61.0,54.0,255.0
28.0,1.7,6.6,769.0,556.0,1717.0
26.0,6.1,7.5,14083.0,920.0,2686.0
26.0,6.6,7.2,92.0,332.0,660.0
25.0,6.6,7.2,1348.0,392.0,810.0
29.0,6.0,6.7,95.0,253.0,680.0
29.0,6.6,6.8,78.0,275.0,626.0
28.0,0.6,6.7,268.0,400.0,1308.0
27.0,1.8,6.6,82.0,399.0,1410.0
25.0,7.1,7.2,61.0,251.0,608.0
26.0,3.9,7.6,30298.0,4830.0,7240.0
27.0,6.6,8.0,310.0,517.0,783.0
27.0,7.0,7.1,97.0,45.0,77.0
29.0,7.3,7.0,51.0,65.0,258.0
29.0,0.5,7.1,1717.0,3317.0,15833.0
29.0,7.0,7.4,55.0,800.0,1400.0
29.0,6.1,6.8,67.0,80.0,394.0
27.0,7.0,6.7,61.0,168.0,248.0
30.0,5.2,6.9,81.0,71.0,465.0
27.0,6.1,8.0,510.0,784.0,1572.0
27.0,6.5,6.9,12150.0,711.0,1481.0
25.0,7.9,7.2,50.0,319.0,845.0
25.0,7.5,6.9,34.0,110.0,256.0
26.0,7.0,7.4,72.0,496.0,897.0
29.0,7.3,7.3,99.0,1088.0,1788.0
27.0,7.5,6.9,125.0,970.0,1400.0
27.0,6.8,6.9,116.0,825.0,1260.0
27.0,5.8,7.3,107.0,232.0,343.0
28.0,7.1,7.2,85.0,67.0,184.0
26.0,6.8,7.1,58.0,2010.0,3460.0
29.0,5.7,7.3,13197.0,46.0,144.0
27.0,6.7,7.1,58.0,964.0,1739.0
28.0,7.0,6.9,3453.0,56.0,278.0
29.0,6.5,7.0,14369.0,63.0,175.0
28.0,6.6,7.3,70.0,838.0,1875.0
29.0,7.0,7.3,60.0,631.0,1813.0
26.0,6.3,7.2,97.0,357.0,880.0
28.0,6.0,7.0,63.0,243.0,493.0
28.0,4.4,7.1,113.0,358.0,722.0
28.0,4.5,7.2,79.0,279.0,537.0
28.0,5.1,6.9,1789.0,408.0,1946.0
27.0,7.5,7.2,36.0,282.0,1134.0
28.0,6.8,7.0,59.0,648.0,2267.0
28.0,6.8,6.9,114.0,388.0,1785.0
28.0,5.9,6.8,1108.0,386.0,1520.0
28.0,4.9,6.7,88.0,480.0,2200.0
28.0,6.8,6.9,1686.0,236.0,1223.0
28.0,7.1,6.9,45.0,451.0,1636.0
26.0,6.9,6.6,56.0,177.0,542.0
28.0,6.5,6.3,49.0,87.0,323.0
29.0,4.9,6.6,169.0,250.0,1241.0
28.0,4.2,6.5,19575.0,210.0,528.0
28.0,6.9,7.1,63.0,152.0,336.0
26.0,6.6,6.7,69.0,185.0,464.0
29.0,4.5,6.6,6381.0,196.0,435.0
29.0,6.2,7.2,9326.0,61.0,141.0
27.0,6.6,7.1,15158.0,126.0,810.0
29.0,6.3,7.3,74.0,725.0,1813.0
27.0,6.0,7.6,429.0,3.0,362.0
27.0,6.0,7.8,308.0,3.0,343.0
20.0,5.8,7.4,505.0,4.0,1517.0
24.0,6.1,7.5,465.0,4.0,1458.0
28.0,6.4,7.1,183.0,209.0,398.0
27.0,7.1,7.4,135.0,419.0,995.0
32.0,6.7,7.2,103.0,11.0,70.0
30.0,6.8,7.1,106.0,13.0,137.0
22.0,7.8,7.9,213.0,7742.0,15083.0
22.0,7.7,8.1,312.0,12675.0,32017.0
24.0,6.9,7.6,99.0,3066.0,5395.0
27.0,7.3,8.0,230.0,2346.0,4348.0
26.0,6.8,8.1,264.0,2428.0,5142.0
25.0,7.2,8.1,272.0,2196.0,4586.0
28.0,8.0,8.3,312.0,1618.0,4319.0
29.0,8.2,8.0,19595.0,624.0,1116.0
26.0,7.0,8.0,199.0,1503.0,3573.0
28.0,7.2,8.1,201.0,1239.0,2324.0
31.0,6.8,7.8,505.0,,
25.0,6.5,7.9,11170.0,,
25.0,6.9,7.4,4990.0,,
25.0,6.8,8.1,1516.0,,
26.0,6.0,7.3,44600.0,,
27.0,6.8,7.5,890.0,274.0,589.0
23.0,7.3,7.6,160.0,32.0,89.0
25.0,7.0,7.7,111.0,53.0,131.0
26.0,6.7,7.7,139.0,123.0,300.0
29.0,7.2,7.2,288.0,33.0,91.0
24.0,7.0,7.1,95.0,47.0,118.0
24.0,7.0,7.5,84.0,32.0,87.0
29.0,7.4,7.0,3101.0,76.0,174.0
29.0,7.2,7.3,510.0,46.0,123.0
24.0,7.1,7.4,88.0,34.0,90.0
29.0,7.2,6.9,338.0,44.0,104.0
26.0,6.7,7.6,162.0,90.0,249.0
27.0,6.7,7.6,182.0,92.0,251.0
32.0,0.2,7.2,2219.0,180000000.0,300000000.0
,6.8,8.0,414.0,,
21.0,5.5,7.4,635.0,1400.0,5500.0
24.0,5.5,7.4,1051.0,32000.0,63000.0
21.0,5.3,7.3,636.0,2150.0,10000.0
24.0,5.1,7.4,993.0,36250.0,57750.0
21.0,5.3,7.5,632.0,20000.0,34750.0
18.0,4.9,7.4,973.0,22000.0,40667.0
22.0,4.3,7.5,1156.0,33750.0,65000.0
22.0,4.8,7.4,904.0,31750.0,55000.0
21.0,5.1,7.4,1110.0,3475.0,12000.0
24.0,5.3,7.4,1290.0,36250.0,66250.0
22.0,4.9,7.4,990.0,19000.0,40500.0
22.0,5.2,7.4,914.0,14750.0,29500.0
,6.4,7.9,1808.0,,
,6.6,7.8,1302.0,,
,6.4,8.0,1286.0,,
33.0,4.8,7.5,280.0,3.0,4.0
20.0,7.7,7.4,344.0,9.0,19.0
20.0,7.3,7.0,310.0,13.0,22.0
20.0,7.1,7.7,303.0,13.0,23.0
20.0,3.3,7.5,1630.0,,
18.0,6.2,7.5,788.0,105.0,235.0
24.0,6.0,8.3,468.0,5.0,16.0
19.0,5.9,7.3,234.0,4.0,12.0
23.0,6.4,8.0,527.0,5.0,21.0
24.0,5.9,7.9,796.0,4.0,14.0
23.0,7.3,7.4,388.0,,46.0
28.0,8.5,7.5,166.0,,31.0
29.0,8.9,7.0,125.0,,45.0
30.0,8.0,7.8,144.0,,51.0
30.0,7.5,7.7,87.0,,54.0
28.0,8.5,7.6,84.0,,16.0
29.0,8.4,7.5,103.0,,75.0
30.0,8.7,7.2,117.0,,52.0
29.0,6.5,7.7,287.0,,114.0
28.0,8.6,7.5,130.0,,39.0
28.0,8.9,7.5,109.0,,33.0
30.0,9.8,8.4,246.0,,10.0
28.0,7.6,7.5,147.0,,30.0
29.0,8.7,7.6,202.0,,60.0
28.0,8.4,7.4,177.0,,48.0
29.0,8.7,7.6,203.0,,59.0
32.0,8.2,7.4,120.0,,46.0
32.0,8.0,7.2,110.0,,80.0
30.0,8.4,7.6,213.0,,20.0
29.0,9.4,7.8,174.0,,16.0
31.0,8.1,8.0,244.0,,73.0
29.0,8.1,8.0,162.0,,26.0
30.0,8.7,7.6,163.0,,24.0
29.0,8.7,7.6,143.0,,58.0
30.0,9.2,7.6,208.0,,30.0
29.0,8.3,7.7,158.0,,48.0
29.0,5.9,7.1,338.0,,522.0
30.0,4.3,7.4,269.0,,412.0
29.0,8.2,7.1,109.0,,12.0
28.0,11.1,7.6,131.0,,32.0
29.0,7.4,7.1,116.0,,55.0
28.0,8.2,7.6,112.0,,31.0
29.0,8.5,7.5,169.0,,41.0
28.0,11.4,7.2,128.0,,20.0
29.0,8.9,7.6,221.0,,30.0
30.0,9.3,7.6,193.0,,41.0
28.0,9.1,7.3,217.0,,67.0
28.0,7.9,7.3,131.0,,38.0
29.0,8.7,7.4,176.0,,36.0
30.0,8.1,7.3,199.0,,56.0
30.0,8.2,7.4,170.0,,39.0
25.0,7.7,7.2,95.0,22.0,50.0
25.0,7.6,7.2,92.0,20.0,45.0
25.0,9.9,7.2,65.0,21.0,55.0
24.0,7.6,7.4,93.0,276.0,408.0
22.0,5.5,2.9,568.0,18.0,33.0
16.0,7.6,7.0,42.0,11.0,27.0
17.0,7.7,7.1,45.0,9.0,22.0
23.0,8.3,7.0,59.0,16.0,33.0
25.0,6.9,2.6,1072.0,3.0,21.0
25.0,7.7,6.3,250.0,180.0,326.0
25.0,8.8,7.3,37.0,15.0,35.0
25.0,7.3,7.3,72.0,17.0,36.0
20.0,7.5,7.0,38.0,18.0,40.0
22.0,7.8,7.1,44.0,15.0,33.0
20.0,7.0,7.0,100.0,1967.0,2600.0
21.0,7.5,6.3,52.0,7.0,21.0
16.0,6.4,6.9,61.0,227.0,538.0
17.0,7.5,7.1,39.0,12.0,22.0
17.0,8.0,7.1,41.0,10.0,25.0
24.0,7.9,7.3,93.0,295.0,418.0
18.0,7.5,6.9,69.0,20.0,49.0
18.0,7.9,7.2,46.0,20.0,45.0
18.0,8.0,7.2,42.0,5.0,31.0
25.0,7.7,7.1,101.0,16.0,43.0
19.0,7.2,7.1,49.0,17.0,40.0
21.0,8.2,7.1,49.0,15.0,32.0
21.0,7.8,7.1,58.0,19.0,43.0
18.0,3.9,7.1,235.0,16500.0,23000.0
18.0,4.9,7.1,182.0,10417.0,15500.0
19.0,2.7,7.1,281.0,41000.0,62667.0
19.0,2.5,7.1,382.0,53083.0,87167.0
18.0,8.0,7.0,48.0,17.0,41.0
24.0,8.4,7.1,48.0,18.0,45.0
17.0,6.8,6.6,49.0,18.0,38.0
18.0,2.1,7.0,286.0,51250.0,84500.0
19.0,4.0,7.1,194.0,29500.0,45250.0
24.0,7.7,7.2,107.0,285.0,425.0
22.0,7.6,7.1,51.0,37.0,81.0
20.0,7.7,7.1,46.0,8.0,22.0
20.0,7.7,7.1,49.0,11.0,26.0
24.0,6.5,7.4,297.0,26.0,438.0
24.0,6.3,7.5,287.0,5.0,204.0
24.0,6.5,7.2,375.0,33.0,625.0
24.0,6.9,6.9,349.0,38.0,503.0
28.0,6.6,7.8,165.0,268.0,316.0
28.0,6.4,8.0,155.0,512.0,516.0
27.0,6.5,8.0,168.0,488.0,616.0
29.1,6.7,7.7,218.0,,
27.0,4.2,7.9,4909.0,,
28.1,4.6,8.0,23576.0,35.0,46.0
29.1,4.8,7.8,65700.0,,
27.7,6.7,8.5,235.0,,
27.1,6.7,8.3,262.0,,
27.1,6.8,7.8,227.0,,
27.3,6.8,8.5,249.0,,
27.0,4.2,8.2,2754.0,,
27.6,7.1,7.3,212.0,3.0,6.0
28.2,5.0,8.3,12771.0,7.0,30.0
28.0,6.7,8.0,304.0,1500.0,3550.0
28.5,5.8,7.7,1315.0,1900.0,6800.0
29.5,5.9,7.6,36593.0,1200.0,3200.0
27.0,7.6,7.7,1291.0,23.0,77.0
29.5,6.0,7.7,18865.0,900.0,2450.0
27.0,4.3,8.4,605.0,5.0,15.0
26.7,3.7,8.2,600.0,6.0,20.0
27.0,4.6,7.2,729.0,900.0,2300.0
26.8,6.2,8.4,2670.0,,
28.7,6.8,6.5,43.0,8.0,178.0
29.3,6.6,7.0,59.0,8.0,113.0
28.8,6.0,6.2,106.0,9.0,166.0
28.3,5.9,6.6,516.0,8.0,169.0
25.8,7.3,6.1,87.0,6.0,169.0
28.3,7.3,5.9,74.0,8.0,163.0
27.8,6.7,6.3,127.0,10.0,149.0
26.0,6.8,6.2,226.0,9.0,151.0
27.8,7.1,5.9,93.0,9.0,131.0
26.3,7.4,6.2,76.0,11.0,133.0
25.7,7.3,6.2,113.0,9.0,137.0
29.0,7.3,5.9,100.0,6.0,173.0
26.9,6.0,5.9,273.0,10.0,171.0
27.0,6.1,6.5,201.0,9.0,149.0
27.5,6.2,6.3,245.0,7.0,135.0
28.3,7.0,6.5,75.0,7.0,166.0
29.0,7.3,6.0,74.0,8.0,181.0
28.2,7.1,7.9,108.0,65.0,137.0
,7.1,7.7,111.0,,
27.4,7.0,8.0,129.0,40.0,105.0
27.3,7.0,8.0,130.0,33.0,93.0
28.5,5.7,7.4,2323.0,400.0,541.0
28.4,5.9,7.6,462.0,23.0,63.0
28.4,7.0,7.7,107.0,131.0,285.0
28.9,6.2,7.4,299.0,209.0,401.0
28.2,5.9,7.8,33259.0,114.0,228.0
28.9,7.2,7.9,77.0,164.0,282.0
27.0,3.2,7.4,28018.0,908.0,1164.0
27.9,6.8,7.8,350.0,2.0,72.0
26.8,6.9,7.5,133.0,252.0,409.0
27.2,6.9,7.5,143.0,149.0,307.0
26.8,6.1,6.9,609.0,65.0,135.0
26.9,6.8,7.4,129.0,51.0,133.0
26.8,6.7,7.4,130.0,45.0,124.0
26.9,6.6,7.4,130.0,67.0,158.0
26.9,6.7,7.5,120.0,85.0,226.0
26.2,7.1,7.9,139.0,74.0,147.0
27.4,6.0,7.4,13925.0,4.0,116.0
26.4,6.7,7.7,274.0,5.0,88.0
26.7,6.3,7.9,326.0,2.0,71.0
27.3,6.3,7.9,7392.0,4.0,71.0
27.4,6.3,7.7,12051.0,4.0,102.0
27.6,7.0,8.3,162.0,44.0,90.0
27.5,7.0,8.3,212.0,47.0,90.0
27.5,7.1,8.3,227.0,67.0,124.0
26.9,6.8,8.2,314.0,28.0,69.0
25.9,6.8,7.8,151.0,601.0,740.0
25.9,7.0,7.8,123.0,42.0,100.0
26.0,6.9,7.8,139.0,85.0,169.0
26.9,6.8,8.2,313.0,49.0,99.0
24.8,6.7,7.8,215.0,2.0,51.0
26.2,6.7,7.8,204.0,2.0,68.0
25.3,6.9,7.7,205.0,2.0,55.0
26.6,7.1,6.9,72.0,278.0,641.0
26.8,6.6,6.9,70.0,223.0,495.0
26.6,6.9,7.1,52.0,46.0,520.0
26.8,7.2,7.0,830.0,94.0,654.0
29.3,6.3,6.9,95.0,750.0,1325.0
25.4,7.2,7.4,164.0,1325.0,2225.0
25.5,6.9,7.5,231.0,1000.0,1725.0
26.6,6.5,6.9,101.0,468.0,1127.0
24.7,7.1,7.1,64.0,283.0,646.0
24.8,7.1,7.1,4600.0,229.0,538.0
28.0,7.5,7.2,52.0,285.0,900.0
27.4,2.0,6.8,265.0,1525.0,5425.0
26.0,5.6,7.0,12769.0,725.0,1650.0
27.4,7.1,7.0,90.0,338.0,625.0
26.5,6.1,7.0,248.0,500.0,1150.0
28.4,6.0,7.0,94.0,183.0,370.0
28.8,6.5,7.5,76.0,275.0,585.0
26.7,1.5,6.6,192.0,881.0,2978.0
26.4,2.0,6.8,79.0,456.0,1275.0
26.5,7.2,7.1,52.0,298.0,687.0
25.5,4.0,7.5,25964.0,945.0,1588.0
28.0,7.2,7.3,54.0,330.0,610.0
28.0,0.8,7.1,1239.0,4250.0,11000.0
27.9,6.4,6.5,58.0,255.0,960.0
28.1,6.3,6.8,77.0,73.0,208.0
28.6,5.4,6.6,80.0,335.0,775.0
25.3,5.8,7.8,666.0,993.0,1650.0
28.3,6.6,7.2,12768.0,88.0,1412.0
26.1,7.7,7.2,44.0,29.0,148.0
24.3,7.1,7.0,27.0,73.0,218.0
26.0,7.3,7.2,59.0,160.0,465.0
28.5,7.8,7.1,119.0,875.0,1725.0
26.6,7.3,7.1,54.0,415.0,913.0
26.8,7.0,6.6,104.0,500.0,1000.0
28.0,6.0,7.2,92.0,765.0,1390.0
26.2,6.8,6.6,48.0,1225.0,2025.0
28.5,5.6,7.1,20455.0,433.0,675.0
26.5,7.0,7.0,56.0,768.0,1725.0
29.3,6.7,6.9,2531.0,308.0,465.0
29.3,6.2,7.2,15362.0,830.0,1303.0
27.0,7.3,7.2,62.0,525.0,985.0
27.3,7.6,7.2,59.0,463.0,1163.0
27.9,6.4,6.8,83.0,175.0,575.0
27.8,7.0,6.6,50.0,295.0,578.0
27.8,6.7,6.8,76.0,310.0,625.0
28.3,6.7,6.6,64.0,428.0,838.0
27.5,5.6,6.9,943.0,655.0,1925.0
26.3,7.4,7.0,38.0,386.0,1196.0
27.0,6.7,6.9,43.0,1043.0,2750.0
27.4,7.1,7.3,48.0,595.0,1775.0
27.0,6.2,6.8,309.0,1129.0,2725.0
27.4,5.2,6.8,61.0,1123.0,2650.0
27.3,6.8,6.9,995.0,349.0,1258.0
27.0,6.8,6.9,52.0,39.0,198.0
27.8,6.2,6.6,44.0,715.0,1630.0
28.4,4.5,6.5,77.0,400.0,2675.0
28.8,4.0,7.0,19279.0,98.0,233.0
28.8,7.0,7.4,69.0,230.0,660.0
25.9,6.5,6.8,58.0,303.0,1026.0
28.0,4.6,6.9,98.0,168.0,348.0
28.5,6.6,7.3,12327.0,1326.0,2210.0
28.8,7.1,7.0,51.0,750.0,1700.0
27.6,6.2,7.5,371.0,3.0,528.0
27.6,6.2,7.7,316.0,3.0,312.0
28.3,7.3,7.1,241.0,100.0,185.0
27.5,7.7,7.4,121.0,378.0,1255.0
30.5,6.5,7.3,64.0,236.0,420.0
29.5,6.9,7.4,57.0,46.0,409.0
22.3,7.5,8.0,211.0,3005.0,6858.0
22.3,7.2,8.0,263.0,6625.0,14725.0
25.0,7.0,7.6,111.0,1081.0,2743.0
25.9,7.5,7.9,205.0,1615.0,3542.0
25.9,7.1,7.7,283.0,2882.0,6692.0
24.8,7.4,8.0,263.0,3113.0,6617.0
27.5,8.1,8.0,300.0,2272.0,4569.0
28.0,7.8,8.0,13103.0,277.0,739.0
25.0,7.4,8.0,207.0,1356.0,2872.0
25.8,7.2,8.0,198.0,677.0,1850.0
26.8,6.5,8.1,729.0,,
31.0,3.0,8.1,1086.0,,
32.0,6.9,8.2,10910.0,,
31.0,6.0,8.0,17990.0,,
28.0,4.8,7.7,48500.0,,
28.4,6.3,7.6,830.0,738.0,2020.0
24.0,7.4,7.6,104.0,,
,6.9,7.8,440.0,,
24.8,5.8,7.2,732.0,1089.0,4838.0
24.0,5.6,7.4,1322.0,16750.0,41500.0
25.0,5.4,7.3,809.0,4278.0,8975.0
23.3,5.7,7.3,1103.0,20250.0,52500.0
25.8,5.7,7.5,906.0,7863.0,17625.0
25.8,3.5,7.4,1064.0,8000.0,14500.0
25.8,3.2,7.6,1197.0,20250.0,40250.0
26.0,4.7,7.3,1383.0,14388.0,42875.0
26.0,4.8,7.4,1063.0,3138.0,8025.0
24.4,5.3,7.5,1532.0,27000.0,63500.0
23.4,5.6,7.5,1269.0,22000.0,60000.0
24.3,5.4,7.4,1194.0,10000.0,35000.0
17.7,6.1,6.8,780.0,,
17.0,6.1,6.8,773.0,,
17.3,6.0,7.0,820.0,,
28.0,4.8,7.9,650.0,6.0,62.0
32.0,5.0,7.3,390.0,4.0,20.0
21.4,8.3,7.6,334.0,9.0,16.0
22.3,8.2,7.7,316.0,11.0,20.0
18.3,3.1,7.8,1261.0,,
22.8,8.3,7.6,304.0,12.0,20.0
21.8,5.5,7.6,743.0,81.0,166.0
26.9,5.1,7.8,657.0,6.0,23.0
27.3,5.3,7.8,623.0,,
19.0,8.7,7.1,252.0,,10.0
26.0,5.1,7.2,17.0,,10.0
19.0,10.0,7.4,157.0,,5.0
21.8,5.9,7.0,164.0,,74.0
22.3,6.1,7.3,141.0,,63.0
22.3,5.6,7.1,427.0,,175.0
22.3,4.7,7.0,527.0,,42.0
23.0,5.5,8.6,116.0,,113.0
23.0,6.8,6.8,160.0,,23.0
23.0,7.0,7.4,47.0,,5.0
23.0,7.3,7.8,116.0,,10.0
22.0,5.5,7.3,179.0,,75.0
22.3,4.7,7.4,220.0,,140.0
27.0,4.9,7.0,180.0,,10.0
30.0,5.8,7.8,367.0,,95.0
23.0,5.8,7.4,249.0,,37.0
23.0,6.2,6.9,182.0,,8.0
